category,category_inch,frame_size,weight (lbs),engine,engine_position,engine_power,mph,battery_type,battery_chara_Wh,battery_chara_Ah,battery_chara_V,battery_position,Gearshift,Gears,Gearshift_Brand,Brakes_Type,Brakes_Model,Suspension_front_rear,Suspension_brand,Suspension_model,Permissible_max_weight_lbs,Lighting,Rack,Fenders,Company_Name,Price,Model_year,Frame_type,ebike_type
,28,,,BoschActiveLine,midengine,250,20,Lithium-IonenAkku,400,11.1,36,seattube,hub,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR-7,-,Yes,Yes,Yes,Kalkhoff,2420,2017,low step,Pedelec
City/Urban,28,"50,55,60",,BoschActiveLine,midengine,250,20,Lithium-IonenAkku,500,13.4,36,seattube,hub,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2751,2017,male,Pedelec
City/Urban,28,"50,55,45",,BoschActiveLine,midengine,250,20,Lithium-IonenAkku,500,13.4,36,seattube,hub,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2751,2017,low step,Pedelec
,28,,,Impulse2.0,midengine,250,20,Lithium-IonenAkku,603,17,36,seattube,hub,7,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2310,2017,low step,Pedelec
City/Urban,28,"50,55,60",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,603,17,36,seattube,hub,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2971,2017,male,Pedelec
City/Urban,28,"50,55,46",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,603,17,36,seattube,hub,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2971,2017,low step,Pedelec
,28,,,Impulse2.0,midengine,250,20,Lithium-IonenAkku,396,11,36,seattube,hub,,NuVinciNfinity330,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2530,2017,low step,Pedelec
City/Urban,28,"50,55,45",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,612,17,36,seattube,Schaltung,7,NuVinciHarmony,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR85,375,Yes,Yes,Yes,Kalkhoff,3741,2017,low step,Pedelec
,28,,,ShimanoSTePSFC-E6000,midengine,250,20,Lithium-IonenAkku,474,13,36,seattube,hub,7,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2751,2017,low step,Pedelec
City/Urban,28,"50,55,60",,ShimanoSTePSFC-E6000,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2971,2017,male,Pedelec
City/Urban,28,"50,55,45",,ShimanoSTePSFC-E6000,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexusDi2,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,3521,2017,low step,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,CR85,375,Yes,Yes,Yes,Kalkhoff,3301,2017,male,Pedelec
,28,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,3521,2017,male,Pedelec
City/Urban,26,45,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,NCXD-LO,-,Yes,Yes,Yes,Kalkhoff,3631,2017,low step,Pedelec
,26,,,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2971,2017,male,Pedelec
City/Urban,28,"45,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,2971,2017,low step,Pedelec
City/Urban,28,"50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,NCXD-LO,-,Yes,Yes,Yes,Kalkhoff,3631,2017,low step,Pedelec
City/Urban,28,"45,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,CR85,375,Yes,Yes,Yes,Kalkhoff,3301,2017,low step,Pedelec
City/Urban,28,"45,50,55",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,621,17.5,36,seattube,Schaltung,8,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MAGURAHS11,Yes/No,SRSuntour,CR8V,-,Yes,Yes,Yes,Kalkhoff,3521,2017,low step,Pedelec
TrekkingBike,28,"47.5,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,derailleur,11,SramGX1,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXT,No/No,,,-,Yes,No,Yes,Kalkhoff,4291,2017,male,Pedelec
TrekkingBike,28,"47.5,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,hub,8,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,No/No,,,-,Yes,No,Yes,Kalkhoff,4952,2017,male,Pedelec
TrekkingBike,28,"47.5,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,derailleur,8,SramEX1,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreXT,Yes/No,RST,PulseAir,-,Yes,No,Yes,Kalkhoff,4952,2017,male,Pedelec
TrekkingBike,28,"45,50",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeore,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4181,2017,female,Pedelec
TrekkingBike,28,"47.5,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeore,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4181,2017,male,Pedelec
TrekkingBike,28,"50,45",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,hub,8,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4401,2017,female,Pedelec
TrekkingBike,28,"47.5,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,underpipe,hub,8,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4401,2017,male,Pedelec
TrekkingBike,28,"50,45",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,Oberrohr,Schaltung,11,ShimanoAlfineDi2,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeore,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,5502,2017,female,Pedelec
TrekkingBike,28,"47.5,50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,603,17,36,Oberrohr,Schaltung,11,ShimanoAlfineDi2,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeore,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,5502,2017,male,Pedelec
,28,,,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,Oberrohr,derailleur,10,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4732,2017,female,S-Pedelec
TrekkingBike,28,"50,55,60,47",,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,Oberrohr,derailleur,10,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,4732,2017,male,S-Pedelec
,28,,,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,Oberrohr,hub,11,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,5502,2017,female,S-Pedelec
,28,,,ImpulseEvoRSSpeed,midengine,350,28,Lithium-IonenAkku,603,17,36,Oberrohr,hub,11,ShimanoAlfine,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5,Yes/No,RST,PulseAir,-,Yes,Yes,Yes,Kalkhoff,5502,2017,male,S-Pedelec
TrekkingBike,28,"45,50",,XionPedelec,rearhub,250,20,Lithium-IonenAkku,522,14.5,36,underpipe,derailleur,27,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NCXD-LO,-,Yes,Yes,Yes,Kalkhoff,3081,2017,low step,Pedelec
TrekkingBike,28,"45,50",,XionPedelec,rearhub,250,20,Lithium-IonenAkku,522,14.5,36,underpipe,derailleur,27,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NCXD-LO,-,Yes,Yes,Yes,Kalkhoff,3081,2017,female,Pedelec
TrekkingBike,28,"45,55",,XionPedelec,rearhub,250,20,Lithium-IonenAkku,522,14.5,36,underpipe,derailleur,27,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NCXD-LO,-,Yes,Yes,Yes,Kalkhoff,3081,2017,male,Pedelec
TrekkingBike,28,"45,50",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,400,11.1,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,SRSuntour,NEXHLO-P28,-,Yes,Yes,Yes,Kalkhoff,2530,2017,female,Pedelec
TrekkingBike,28,"45,50",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,400,11.1,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,SRSuntour,NEXHLO-P28,-,Yes,Yes,Yes,Kalkhoff,2530,2017,female,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,400,11.1,36,underpipe,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,SRSuntour,NEXHLO-P28,-,Yes,Yes,Yes,Kalkhoff,2530,2017,male,Pedelec
TrekkingBike,28,"46,50",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13.4,36,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NEXHLO-P28,-,Yes,Yes,Yes,Kalkhoff,2971,2017,low step,Pedelec
TrekkingBike,28,"46,50",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13.4,36,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NEXHLO-P28,-,Yes,Yes,Yes,Kalkhoff,2971,2017,female,Pedelec
TrekkingBike,28,"46,50,55,60",,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,13.4,36,underpipe,derailleur,10,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NEXHLO-P28,-,Yes,Yes,Yes,Kalkhoff,2971,2017,male,Pedelec
TrekkingBike,28,"50,55,46",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,396,11,36,seattube,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,2200,2017,low step,Pedelec
TrekkingBike,28,"50,55,46",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,396,11,36,seattube,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,2200,2017,female,Pedelec
TrekkingBike,28,"50,55,46,60",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,396,11,36,seattube,derailleur,8,ShimanoAltus,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,2200,2017,male,Pedelec
TrekkingBike,28,"50,55,46,60",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,522,14.5,36,seattube,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,2420,2017,male,Pedelec
TrekkingBike,28,"50,55,46",,Impulse2.0,midengine,250,20,Lithium-IonenAkku,522,14.5,36,seattube,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,2420,2017,low step,Pedelec
,28,,,Impulse2.0,midengine,250,20,Lithium-IonenAkku,522,14.5,36,seattube,derailleur,9,ShimanoAlivio,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M396,Yes/No,SRSuntour,NEX,-,Yes,Yes,Yes,Kalkhoff,2420,2017,female,Pedelec
City/Urban,28,"47,50",55,BoschActiveLine,midengine,250,20,Lithium-IonenAkku,500,11,36,seattube,hub,7,ShimanoNexus,"['Hydraulische', 'Felgenbremsen']",MaguraHS22,Yes/No,SRSuntour,CR8V,309,Yes,Yes,Yes,Bicycles,2642,2017,low step,Pedelec
,28,,,BoschActiveLine,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,hub,8,ShimanoNexus,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M315,No/No,,,298,Yes,Yes,Yes,Pegasus,3026,2017,female,Pedelec
City/Urban,28,"40,47,54",44,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,ShimanoXT,"['Hydraulische', 'Scheibenbremsen']",Shimano,No/No,,,276,Yes,Yes,Yes,Simplon,4732,2017,unisex,Pedelec
City/Urban,28,"48,53,57",55,YamahaPWDriveUnit,midengine,250,20,Lithium-IonenAkku,400,12,36,porterrear,hub,8,ShimanoAlfine,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,Batavus,Aerflow,287,Yes,Yes,Yes,Batavus,3081,2017,female,Pedelec
,28,,,GOSwissDriveGoSwissdrive,rearhub,250,20,Lithium-IonenAkku,550,15,36,underpipe,derailleur,10,SRAMX7,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,No,No,Yes,YouMo,4061,2017,unisex,Pedelec
City/Urban,-,"S,M,L,XL",55,BoschPerformanceLineSpeed,midengine,350,20,Lithium-IonenAkku,500,14,36,underpipe,hub,,NuVinciN380SE,"['Hydraulische', 'Scheibenbremsen']","MaguraMT4VR180mm,HR180mm",Yes/No,RockShox,Paragon,276,Yes,No,Yes,HNF Heisenberg,4215,2017,unisex,S-Pedelec
City/Urban,-,"S,M,L,XL",55,BoschPeformanceLineCruise,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,hub,,NuVinciN380SE,"['Hydraulische', 'Scheibenbremsen']","MaguraMT4VR180mm,HR180mm",Yes/No,RockShox,Paragon,276,Yes,No,Yes,HNF Heisenberg,3847,2017,unisex,Pedelec
City/Urban,28,"M,L",,ShimanoShimanoSteps6000,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,hub,8,ShimanoAlfineDi2,"['Hydraulische', 'Scheibenbremsen']",ShimanoAlfine,No/No,RockShox,,309,Yes,Yes,Yes,Walleräng,3852,2017,unisex,Pedelec
TrekkingBike,28,46,62,BafangBBS01,midengine,250,20,Lithium-IonenAkku,557,12,48,porterrear,hub,8,ShimanoNexus,['Felge/Rücktritt'],MaguraHS-11,Yes/No,,,298,Yes,Yes,Yes,Fischer,2200,2017,low step,Pedelec
TrekkingBike,28,50,53,BafangBBS01,midengine,250,20,Lithium-IonenAkku,557,12,48,porterrear,derailleur,9,ShimanoXT,"['Hydraulische', 'Scheibenbremsen']",Shimano,Yes/No,,,298,Yes,Yes,Yes,Fischer,2200,2017,male,Pedelec
TrekkingBike,28,"50,55,60",53,BoschPeformanceLineCruise,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoXT,"['Hydraulische', 'Scheibenbremsen']",Shimano,Yes/No,SRSuntour,NCX-DLOAir,309,Yes,Yes,Yes,Carver,2972,2017,male,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,LithiumIonen,500,14,36,underpipe,derailleur,10,"ShimanoDeoreLX,RD-T670,SGS","['Hydraulische', 'Scheibenbremsen']",,Yes/No,RockShox,ParagonGold,309,Yes,Yes,Yes,Bergamont,3081,2017,female,Pedelec
TrekkingBike,28,"48,52,56,60",51,BoschPerformanceLine,midengine,250,20,LithiumIonen,500,14,36,underpipe,derailleur,10,"ShimanoDeoreLX,RD-T670,SGS","['Hydraulische', 'Scheibenbremsen']",,Yes/No,RockShox,ParagonGold,309,Yes,Yes,Yes,Bergamont,3081,2017,male,Pedelec
TrekkingBike,28,"48,52,56",53,BoschPerformanceLine,midengine,250,20,LithiumIonen,500,14,36,seattube,derailleur,10,"ShimanoDeoreLX,RD-T670,SGS","['Hydraulische', 'Scheibenbremsen']",,Yes/No,RockShox,ParagonGold,309,Yes,Yes,Yes,Bergamont,3081,2017,low step,Pedelec
,28,,,BoschPerformanceLineSpeed,midengine,350,20,Lithium-IonenAkku,500,14,36,underpipe,hub,1,NuVinciN380SE,"['Hydraulische', 'Scheibenbremsen']","MaguraMT4VR180mm,HR180mm",Yes/No,RockShox,Paragon,276,Yes,No,Yes,HNF Heisenberg,4215,2017,male,S-Pedelec
TrekkingBike,-,"S,M,L,XL",55,BoschPeformanceLineCruise,midengine,250,28,Lithium-IonenAkku,500,14,36,underpipe,hub,1,NuvinciN380SE,"['Hydraulische', 'Scheibenbremsen']","MaguraMT4VR180mm,HR180mm",Yes/No,RockShox,Paragon,276,Yes,No,Yes,HNF Heisenberg,3847,2017,male,S-Pedelec
,-,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,hub,14,RohloffSpeedhub,"['Hydraulische', 'Felgenbremsen']",MaguraHS22,No/No,,,309,Yes,Yes,Yes,Maxcycles,4842,2017,male,Pedelec
TrekkingBike,28,,73,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,ShimanoXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeore,Yes/Yes,,,309,Yes,Yes,Yes,Riese & Müller,6161,2017,unisex,Pedelec
,28,,,BoschPerformanceLine,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoM395,Yes/No,SRSuntour,NCX-DLOAir,276,Yes,Yes,Yes,Moustache,3631,2017,unisex,Pedelec
,28,,,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoDeoreSLX,"['Hydraulische', 'Scheibenbremsen']",ShimanoBR-M447,Yes/No,RockShox,"ReconSilver,100mm,tapered,remote",309,No,No,No,Morrison,2971,2017,unisex,Pedelec
MountainBike/ATB,28,"41,44,49,54",53,ShimanoStepsE-8000,midengine,500,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,11,ShimanoDeoreXTDi2,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5/MT4,Yes/Yes,,,254,No,No,No,Bulls,5832,2017,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",49,YamahaPW-X,midengine,250,20,Lithium-IonenAkku,496,14,36,underpipe,derailleur,8,SRAMEX1X-HORIZON™,"['Hydraulische', 'Scheibenbremsen']",SRAMGuideRSC,Yes/Yes,RockShox,LyrikRCT3,353,No,No,No,Giant,7484,2017,male,Pedelec
MountainBike/ATB,27,"S,M,L,XL",51,BoschPerformanceLineSpeed,midengine,350,28,Lithium-IonenAkku,500,14,36,underpipe,hub,1,NuVinciN380SE,"['Hydraulische', 'Scheibenbremsen']","MaguraMT4VR180mm,HR180mm",Yes/No,RockShox,RockShoxSektorSolorAir130mm,276,No,No,No,HNF Heisenberg,4326,2017,unisex,S-Pedelec
,27,,,GOSwissDrivePower,rearhub,500,28,Lithium-IonenAkku,558,16,36,underpipe,hub,27,ShimanoXT,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,309,Yes,Yes,Yes,Maxcycles,5402,2017,unisex,S-Pedelec
TrekkingBike,20,"17,20,22",57,CYRODrive,rearhub,500,28,Lithium-IonenAkku,618,13,48,underpipe,derailleur,11,ShimanoSLX,"['Hydraulische', 'Scheibenbremsen']",TextroDorado,No/No,,,309,Yes,Yes,Yes,Stromer,5492,2017,unisex,S-Pedelec
Special,20,47,73,ShimanoShimanoSteps6000,midengine,250,20,Lithium-IonenAkku,418,12,36,underpipe,hub,9,ShimanoDeore,"['Hydraulische', 'Scheibenbremsen']",SramGuide,Yes/No,Spinner,"Grind20""",551,Yes,No,Yes,Hase Bikes,7373,2017,unisex,Pedelec
,20,,,GOSwissDriveStandardmotor,rearhub,250,20,Lithium-IonenAkku,558,16,36,underpipe,derailleur,9,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",TektroAuriga,No/No,,,364,No,No,No,HP Velotechnik,7572,2017,unisex,Pedelec
City/Urban,28,"44,48,52",57,,,,20,,,,,,derailleur,10,ShimanoDeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeore,Yes/No,,,265,Yes,Yes,Yes,EBIKE,3517,2017,low step,Pedelec
,28,,,GOSwissDriveCruisemotor,rearhub,250,20,Lithium-IonenAkku,558,16,36,underpipe,hub,6,C1.PinionC-Linie,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT,No/No,,,408,Yes,Yes,Yes,Rennstahl,5459,2017,male,Pedelec
MountainBike/ATB,28,"S,M,L,XL",,GOSwissDriveCruisemotor,rearhub,250,20,Lithium-IonenAkku,558,16,36,underpipe,hub,9,PinionC1.9XR,"['Hydraulische', 'Scheibenbremsen']",ShimanoXT180/160mm,No/No,,,408,Yes,Yes,No,Rennstahl,7319,2017,male,Pedelec
,28,,,GOSwissDriveCruisemotor,rearhub,250,20,Lithium-IonenAkku,558,16,36,underpipe,hub,9,PinionC1.9XT,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreT615,No/No,,,408,Yes,Yes,Yes,Rennstahl,6703,2017,male,Pedelec
City/Urban,28,"50,55,60",,ImpulseEvoRS,midengine,250,20,Lithium-IonenAkku,630,18,36,seattube,Schaltung,,ShimanoHB-TX800,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Raleigh,Not found,2017,unisex,Pedelec
CargoBike,12,,93,ShimanoShimanoSteps6000,midengine,250,20,Lithium-IonenAkku,418,12,36,porterrear,automatic,2,SramDuomatic,['Rollenbremse'],Shimano,No/No,,,287,Yes,Yes,Yes,Bakfiets.nl,3686,2017,unisex,Pedelec
CargoBike,12,,93,ShimanoShimanoSteps6000,midengine,250,20,Lithium-IonenAkku,418,12,36,porterrear,hub,2,NuVinciN380,['Rollenbremse'],Shimano,No/No,,,287,Yes,Yes,Yes,Bakfiets.nl,4115,2017,unisex,Pedelec
MountainBike/ATB,27,"S,M,L,XL",51,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,hub,1,NuVinciN380SE,"['Hydraulische', 'Scheibenbremsen']","MaguraMT4VR180mm,HR180mm",Yes/No,RockShox,RockShoxSektorSolorAir130mm,276,No,No,No,HNF Heisenberg,3957,2017,unisex,Pedelec
CargoBike,-,"S,M,L,XL",101,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,hub,,NuVinciN380SE,"['Hydraulische', 'Scheibenbremsen']",TektroAurigatwin180mmmitFeststellfunktion,No/No,RockShox,,529,Yes,Yes,Yes,HNF Heisenberg,6598,2017,unisex,Pedelec
,-,,,BafangG01.500.R,rearhub,500,20,SamsungLi-Ionen,499,10,48,underpipe,hub,7,ShimanoTX-35¡¢SL-RS35-6R,"['Hydraulische', 'Scheibenbremsen']","160mmF/RAlloyDiscbrake,Tektro",Yes/Yes,Zoom,CH190,-,Yes,No,Yes,Addmotor,1760,2017,unisex,Pedelec
,-,,,Bafang1000W,midengine,,20,Lithium-IonenAkku,696,15,48,underpipe,hub,7,ShimanoTX55,"['Hydraulische', 'Scheibenbremsen']",,Yes/No,,,331,Yes,No,No,Addmotor,3301,2017,unisex,Pedelec
,-,,,BafangG01.500.R,rearhub,500,20,SamsungLi-Ionen,499,10,48,underpipe,hub,7,ShimanoTX55,"['Hydraulische', 'Scheibenbremsen']",TEKTRO,Yes/No,,,-,Yes,No,No,Addmotor,1760,2017,unisex,Pedelec
FatBike,26,,66,BafangG01.500.R,rearhub,500,20,SamsungLi-Ionen,499,10,48,underpipe,hub,7,ShimanoTX55,"['Hydraulische', 'Scheibenbremsen']",TEKTRO,Yes/Yes,,,331,Yes,No,No,Addmotor,2145,2017,unisex,Pedelec
FatBike,20,,53,BafangG01.500.R,rearhub,500,20,SamsungLi-Ionen,499,10,48,seattube,hub,7,ShimanoTX55,"['Hydraulische', 'Scheibenbremsen']",WUXING,No/No,,,287,Yes,No,No,Addmotor,1430,2017,unisex,Pedelec
FatBike,26,,57,BafangG01.500.R,rearhub,500,20,SamsungLi-Ionen,499,10,48,underpipe,hub,7,ShimanoTX55,"['Hydraulische', 'Scheibenbremsen']",TEKTROCL-535RT,Yes/Yes,,,331,Yes,No,No,Addmotor,2200,2017,unisex,Pedelec
